"ANID","Alternate ID","Chem Group","Sample Type","Investigator Name","Institution","Site Name","Site State","Site Country","Site Latitude","Site Longitude","Source Name","Source State","Source Country","Source/Excavator/Museum","Period","Artifact Date","Comments","Analytical History","Long RDF","Long Date","Short RDF","Short Date","Spare_ID","Ba","La","Lu","Nd","Sm","U","Yb","Ce","Co","Cs","Eu","Fe","Hf","Rb","Sb","Sc","Sr","Ta","Tb","Th","Zn","Zr","Br","Al","Cl","Dy","K","Mn","Na","NKT_edits"
"CSPA19","G-4","PDA2-ARG","source","Stern, Charles","University of Colorado","Cerro Pampa","Santa Cruz","Argentina",,,"Pampa del Asador-2","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","MIX1",27-Sep-96,"BRZ2-S",20-Sep-96,"CSPA19",29.90,23.1986,0.7244,25.1582,7.8389,5.7842,4.8083,55.5347,0.0000,13.1629,0.0897,8891.4,6.3775,244.63,0.3046,9.6400,0.00,2.5754,1.4011,19.4160,96.59,164.46,0.000,66048.0,633.4,8.2465,40270.9,209.28,28915.8,
"CSPA20","CP1-96A","PDA2-ARG","source","Stern, Charles","University of Colorado","Cerro Pampa","Santa Cruz","Argentina",,,"Pampa del Asador-2","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","MIX1",27-Sep-96,"BRZ2-S",20-Sep-96,"CSPA20",70.10,23.2585,0.7394,25.3990,7.9337,5.9514,4.7361,54.7981,0.0502,13.0392,0.0955,8829.5,6.2730,240.94,0.3060,9.5676,0.00,2.5539,1.3887,19.2674,68.71,144.02,0.000,64932.7,542.8,8.7233,40147.4,204.96,29324.3,
"CSPA28","RT40-B12","PDA3-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-3","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE1-S",10-Apr-97,"CSPA28",533.70,42.4144,0.5223,25.4725,5.9297,4.9149,3.0254,81.6612,0.6121,5.8145,0.7100,12907.1,7.7030,174.00,0.2665,4.8872,62.50,2.3572,0.8066,20.6837,59.22,285.12,0.000,96486.4,663.5,4.7864,38790.4,391.87,34044.5,
"CSPA29","RT40-B2","PDA3-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-3","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE1-S",10-Apr-97,"CSPA29",574.80,43.1631,0.5284,27.4318,6.0135,5.4286,3.0571,80.9266,0.4565,5.7744,0.7159,12712.9,7.5614,171.97,0.2532,4.8598,36.62,2.3266,0.7918,20.4897,58.91,282.19,0.000,86099.2,648.5,4.3966,39479.3,386.65,33654.4,
"CSPA30","MS-4","C4","source","Stern, Charles","University of Colorado","Meseta de Somuncura","Rio Negro","Argentina",-41.5000,-67.2500,"Telsen/Sierra Chata","Rio Negro","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE1-S",10-Apr-97,"CSPA30",91.20,179.7068,2.8681,125.2641,35.2938,9.0715,17.2501,401.8433,0.0000,8.4161,2.7743,23869.8,76.0345,606.64,0.9792,0.2315,0.00,31.5428,6.2375,65.5295,507.76,2332.79,0.000,69150.8,965.2,38.4380,30821.8,1279.10,48936.8,
"CSPA31","MS-6A","C5","source","Stern, Charles","University of Colorado","Meseta de Somuncura","Rio Negro","Argentina",-41.5000,-67.2500,"Sacanana","Rio Negro","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE1-S",10-Apr-97,"CSPA31",32.70,80.6662,0.8336,58.3090,12.1532,4.0736,4.5200,164.8423,0.0730,4.4144,0.1005,12934.3,14.7821,292.20,0.2515,1.0678,0.00,8.8054,1.7345,24.2890,104.64,359.21,0.000,81608.3,1251.7,10.8056,40819.2,369.23,32566.2,
"CSPA32","MS-6B","C5","source","Stern, Charles","University of Colorado","Meseta de Somuncura","Rio Negro","Argentina",-41.5000,-67.2500,"Sacanana","Rio Negro","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA32",0.00,78.2450,0.8190,56.2058,11.7871,4.0204,4.5652,157.2761,0.0848,4.2937,0.0952,12470.7,14.0402,284.40,0.2617,1.0194,0.00,8.5575,1.6766,23.5116,107.86,333.78,0.000,66699.8,1354.1,10.7756,39720.1,365.89,32571.6,
"CSPA33","CP1-B1","C8b","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"none","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA33",45.60,28.0934,0.6619,26.7726,7.5540,5.5385,4.2185,62.7108,0.0619,11.7274,0.1090,9055.8,6.0404,222.56,0.2439,9.6851,0.00,2.3243,1.2385,18.2444,99.66,155.89,0.000,68793.2,519.7,8.3466,39980.1,229.35,28805.4,
"CSPA34","PDA-2","PDA2-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-2","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA34",46.80,23.2992,0.7274,25.0967,7.6805,5.7665,4.7122,55.2524,0.0000,13.1271,0.0882,8838.1,6.3173,241.04,0.2892,9.5522,0.00,2.5887,1.3952,19.3399,79.09,152.13,0.000,68514.5,560.0,8.4739,38454.3,216.94,29611.8,
"CSPA35","CP1-B3","C8b","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,,"Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA35",32.30,28.6040,0.6670,28.3464,7.7167,5.9369,4.3883,63.7041,0.0782,11.8538,0.1216,9233.2,6.1620,224.01,0.2301,9.8600,0.00,2.3486,1.2913,18.6271,93.30,160.50,0.000,70154.1,559.2,8.8131,41320.8,236.99,29725.4,
"CSPA36","RT40-B8","PDA2-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-2","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA36",0.00,24.1026,0.7374,26.1401,7.8005,5.8966,4.7447,55.8059,0.0317,13.0524,0.0901,8864.3,6.3063,240.92,0.2613,9.5956,0.00,2.5606,1.3675,19.2435,104.32,183.94,0.000,65722.1,560.5,8.7953,41745.3,215.95,29472.1,
"CSPA37","PDA-3","PDA1-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-1","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA37",257.20,37.9656,0.5312,26.5650,6.4562,5.0299,3.3591,74.8236,0.2454,10.3684,0.2819,9865.5,5.4257,199.32,0.3266,7.2586,0.00,2.0491,0.9712,18.2745,82.93,143.33,0.000,70800.5,643.3,6.4518,40235.4,272.11,29210.0,
"CSPA38","RT40-B5","PDA1-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-1","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA38",259.10,38.7915,0.5519,27.9989,6.6181,5.2116,3.3904,76.4449,0.2565,10.4394,0.2690,9946.2,5.5768,198.04,0.2822,7.3290,0.00,2.0756,0.9783,18.4311,86.67,141.68,0.000,70629.5,594.1,6.1234,37536.6,280.59,29691.5,
"CSPA39","RT40-B9","PDA1-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-1","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA39",257.40,37.7339,0.5397,24.7377,6.5120,4.9563,3.3473,73.1711,0.2257,10.1716,0.2611,9586.2,5.2998,194.39,0.2982,7.0590,30.63,1.9956,0.9235,17.7884,82.81,148.13,0.000,70054.9,674.1,6.5654,38796.9,281.04,29581.8,
"CSPA40","CP1-A1","PDA1-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-1","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA40",238.10,38.8367,0.5573,26.1318,6.5933,4.7614,3.3626,76.1255,0.2374,10.3741,0.2786,9967.8,5.6258,199.87,0.3280,7.3402,20.79,2.0401,0.9875,18.3612,81.06,167.43,0.000,71307.2,624.2,6.1387,40265.0,281.75,29621.1,
"CSPA41","CP1-L2","PDA1-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-1","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA41",270.20,38.5405,0.5277,26.0221,6.5146,4.7612,3.3639,74.7630,0.2249,10.2225,0.2650,9790.3,5.4258,196.76,0.3175,7.1963,14.84,1.9980,0.9639,18.0860,86.14,168.34,0.000,67800.3,634.3,6.5054,40500.7,282.91,29697.7,
"CSPA42","PDA-8","PDA1-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-1","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA42",258.90,39.4763,0.5457,27.2352,6.6648,4.7815,3.4841,74.1632,0.2266,10.2263,0.2713,9725.4,5.5189,195.80,0.3421,7.1806,0.00,2.0111,0.9540,17.9490,78.30,157.48,0.000,73240.7,724.4,5.9405,40588.3,281.93,29413.5,
"CSPA43","PDA-1","PDA1-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-1","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA43",266.20,38.7318,0.5421,27.3831,6.6037,4.7847,3.4030,74.2657,0.2364,10.2046,0.2688,9732.5,5.4292,197.30,0.2643,7.1541,0.00,2.0069,0.9515,18.0101,71.14,152.02,0.000,65825.0,756.1,6.8001,37037.8,278.46,29435.2,
"CSPA44","CP1-L6","PDA1-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-1","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA44",270.10,38.0886,0.5481,26.4254,6.5513,4.7203,3.2714,73.3090,0.2348,10.0899,0.2673,9563.3,5.5152,192.69,0.2753,7.0437,0.00,1.9748,0.9170,17.7619,77.95,166.13,0.000,70998.1,616.0,6.0353,39820.8,282.83,29886.1,
"CSPA45","CP1-L1","PDA1-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-1","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA45",269.50,38.5009,0.5445,28.0340,6.6366,5.1024,3.4227,74.2900,0.2457,10.1868,0.2651,9687.3,5.5229,197.07,0.2859,7.1429,15.86,2.0092,0.9706,17.9848,77.76,147.43,0.000,69666.5,650.2,6.0255,39487.4,279.18,29436.8,
"CSPA46","RT40-B1","C13","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Cordillera Baguales","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA46",487.90,36.5558,0.2913,16.0271,3.2557,4.4456,1.4737,58.0949,0.3175,6.1893,0.2335,6939.0,3.4521,145.10,0.3327,1.7250,50.03,2.0194,0.3614,20.4875,28.92,125.86,0.000,64943.7,677.7,2.2246,38255.9,271.58,28957.6,
"CSPA47","RT40-B3","C13","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Cerro Verlinka, Cordillera Baguales","Santa Cruz","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA47",492.80,36.0577,0.2926,16.0530,3.1763,4.5521,1.4600,58.9954,0.2889,6.2181,0.2460,6631.8,3.3838,147.51,0.3337,1.7114,27.69,2.0354,0.3536,20.6771,28.64,123.39,0.000,68583.9,633.2,2.1136,37478.8,270.16,28659.6,
"CSPA48","CVER","C14","source","Stern, Charles","University of Colorado","Cerro Verlinka, Cordillera Los Baguales","Rio Negro","Argentina",,,"Cordillera Los Baguales","Rio Negro","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA48",45.30,41.2355,1.5458,42.0158,16.2482,8.2964,9.4615,93.3270,0.0813,11.1144,0.5544,14354.6,25.9167,304.35,0.6858,0.1043,0.00,14.0747,3.5973,41.2105,249.84,686.89,0.000,61619.5,1136.6,23.2044,34013.8,234.68,38741.0,
"CSPA49","MS-7","C5","source","Stern, Charles","University of Colorado","Meseta de Somuncura","Rio Negro","Argentina",-41.5000,-67.2500,"Sacanana","Rio Negro","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA49",42.20,78.5227,0.8246,54.8349,11.8650,3.9832,4.6158,154.8643,0.0710,4.2234,0.0946,12251.2,13.3520,280.50,0.2800,1.0049,0.00,8.4050,1.6663,23.0554,102.12,335.30,0.000,67281.1,1342.7,10.1872,39501.4,362.39,32233.1,
"CSPA50","PV-5","C5","source","Stern, Charles","University of Colorado","Meseta de Somuncura","Rio Negro","Argentina",-41.5000,-67.2500,"Sacanana","Rio Negro","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA50",31.00,78.8805,0.7968,56.0698,11.9029,4.0072,4.5491,155.3357,0.1540,4.1894,0.0876,12244.0,13.4470,276.08,0.2582,1.0152,0.00,8.3699,1.6472,22.9187,100.66,333.74,0.000,65916.7,1310.6,10.0297,41016.1,395.91,32984.1,
"CSPA59","MC-6","PDA3-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-3","Santa Cruz","Argentina","Stern, Charles",,,"powdered with Co and Ta contamination","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA59",557.50,42.4285,0.4568,28.4480,6.1391,5.5165,3.0435,81.7321,19.6970,5.7156,0.7105,12998.4,7.6217,172.47,0.2495,4.7875,74.64,5.0377,0.8043,20.5034,63.27,302.21,0.000,73198.0,444.7,5.6958,39964.6,388.61,33745.5,
"CSPA60","MS14A","C4","source","Stern, Charles","University of Colorado","Telsen/Sierra Chata","Chubut","Argentina",,,"Telsen/Sierra Chata","Chubut","Argentina","Stern, Charles",,,"high Uranium - fission product correction performed","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA60",0.00,174.9330,2.3509,140.1303,36.8199,17.0791,16.7297,376.4512,7.9148,8.1082,2.6447,22191.6,71.7356,583.01,0.9980,0.2226,0.00,31.4876,5.9207,62.2861,532.08,2517.43,0.000,47742.3,772.2,42.4848,35196.2,956.55,48391.4,
"CSPA61","S10","C5","source","Stern, Charles","University of Colorado","Sacanana","Rio Negro","Argentina",-42.5000,-68.6000,"Sacanana","Rio Negro","Argentina","Stern, Charles",,,"high Uranium - fission product correction performed","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA61",0.00,76.7239,0.6322,54.8096,12.0223,13.6274,4.4485,155.7307,30.8408,4.2516,0.0941,12363.0,13.6513,284.59,0.2772,1.0030,0.00,13.0910,1.6502,23.4797,136.50,251.91,0.000,69816.6,894.5,12.2341,41176.6,369.16,32637.0,
"CSPA62","MS10B","C5","source","Stern, Charles","University of Colorado","Sacanana","Rio Negro","Argentina",-42.5000,-68.6000,"Sacanana","Rio Negro","Argentina","Stern, Charles",,,"high Uranium - fission product correction performed","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA62",0.00,75.0648,0.6430,56.7065,11.8530,13.0313,4.4233,152.4039,16.3725,4.2437,0.0926,12172.3,13.6289,279.92,0.2764,0.9854,0.00,12.7857,1.6359,23.2164,125.59,247.82,0.000,68048.1,935.1,11.9383,43367.5,363.71,32447.9,
"CSPA63","MS12","C5","source","Stern, Charles","University of Colorado","Sacanana","Rio Negro","Argentina",-42.5000,-68.6000,"Sacanana","Rio Negro","Argentina","Stern, Charles",,,"high Uranium - fission product correction performed","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA63",0.00,76.6154,0.6227,57.5139,12.0119,13.8209,4.5383,155.8119,23.1469,4.1822,0.0797,12212.2,13.8888,281.76,0.2854,0.9989,0.00,13.7263,1.6245,23.2839,135.29,252.72,0.000,67867.9,920.4,11.6087,41931.0,369.80,32677.2,
"CSPA64","CB7","C5","source","Stern, Charles","University of Colorado","Sacanana","Rio Negro","Argentina",-42.5000,-68.6000,"Sacanana","Rio Negro","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA64",38.70,77.3093,0.6252,60.5315,12.0835,5.7113,4.5073,158.2409,15.2155,4.2372,0.1002,12341.7,13.6937,285.24,0.2829,1.0058,0.00,10.6519,1.6654,23.5935,193.75,342.43,0.000,65724.9,928.7,11.2559,40626.8,368.14,32672.3,
"CSPA65","CM17","C5","source","Stern, Charles","University of Colorado","Sacanana","Rio Negro","Argentina",-42.5000,-68.6000,"Sacanana","Rio Negro","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA65",0.00,74.5003,0.6079,58.1301,11.7830,5.8636,4.4050,151.3507,12.3690,4.2362,0.0931,12016.3,13.4005,279.59,0.2924,0.9772,0.00,10.8726,1.6448,23.1315,109.08,334.78,0.000,62805.0,935.3,11.4495,41557.2,364.67,32424.2,
"CSPA66","P20","PDA2-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-2","Santa Cruz","Argentina","Stern, Charles",,,"powdered sample with Co and Ta contamination","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA66",0.00,22.8407,0.6727,27.2640,7.8597,6.0914,4.6813,53.8572,8.1187,12.7175,0.0920,8692.9,6.1740,239.17,0.2832,9.2220,0.00,4.2924,1.3531,18.9431,84.97,151.36,0.000,69966.2,406.4,10.5670,39216.6,222.02,29736.3,
"CSPA67","P10","PDA1-ARG","source","Stern, Charles","University of Colorado","Pampa del Asador","Santa Cruz","Argentina",-47.8833,-71.3167,"Pampa del Asador-1","Santa Cruz","Argentina","Stern, Charles",,,"powdered with Co and Ta contamination","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA67",268.30,38.0727,0.4791,29.6889,6.6268,4.7622,3.3458,74.4201,9.5862,10.2234,0.2671,9796.5,5.3674,198.08,0.3375,7.0987,28.79,4.1158,0.9651,18.1077,141.29,178.57,0.000,69651.9,400.6,7.0983,41038.6,284.01,29703.5,
"CSPA68","CV1","C14","source","Stern, Charles","University of Colorado","Cordillera Los Baguales","Rio Negro","Argentina",,,"Cordillera Los Baguales","Rio Negro","Argentina","Stern, Charles",,,"high Uranium - fission product correction performed","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA68",0.00,40.9046,1.2545,45.8230,17.0925,11.9304,9.8346,95.0047,0.1021,11.3435,0.5620,14829.7,26.8453,307.05,0.7310,0.0942,0.00,14.3160,3.6414,42.0768,284.14,709.93,0.000,60577.5,724.3,26.1534,33535.7,238.41,39451.0,
"CSPA69","MS11","C15","source","Stern, Charles","University of Colorado","Cerro Castillo","Rio Negro","Argentina",,,"c15","Rio Negro","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA69",0.00,79.6916,0.7219,69.2184,15.1712,5.9501,5.2651,164.7888,38.8555,4.1692,0.0902,16036.0,24.5339,289.26,0.2891,0.2750,0.00,12.9484,2.1065,22.8031,180.52,722.97,0.000,60743.3,839.4,15.0953,39418.3,392.86,34851.3,
"CSPA70","CB10","C15","source","Stern, Charles","University of Colorado","Cerro Castillo","Rio Negro","Argentina",,,"c15","Rio Negro","Argentina","Stern, Charles",,,"high Uranium - fission product correction performed","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA70",0.00,73.4707,0.6797,58.4579,13.7180,16.0000,5.0445,150.4880,38.1221,4.3267,0.0599,14524.2,22.0081,297.02,0.2935,0.3292,0.00,15.5655,1.9246,23.5245,226.09,557.98,0.000,61713.5,798.0,13.5881,40584.9,360.28,34277.1,
"CSPA71","CM4","C15","source","Stern, Charles","University of Colorado","Cerro Castillo","Rio Negro","Argentina",,,"c15","Rio Negro","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA71",54.40,86.8387,0.6834,71.5141,14.6787,5.8819,5.0460,175.8756,32.4443,4.1212,0.0962,15571.2,22.5039,285.81,0.2821,0.4003,0.00,15.1403,1.9530,23.4028,173.80,656.48,0.000,61236.4,744.8,13.9622,40253.0,400.20,34771.6,
"CSPA72","CM1","C17","source","Stern, Charles","University of Colorado","Piedra Parada","Chubut","Argentina",-42.6603,-70.1142,"Piedra Parada","Chubut","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA72",489.60,27.5967,0.4186,21.6296,4.8912,2.5672,2.8030,56.8360,22.8860,2.0909,0.6494,12186.7,5.9728,90.94,0.2055,2.7006,131.77,6.8908,0.7289,9.3949,69.99,194.94,0.000,72669.4,314.9,4.3452,29647.1,481.84,37806.8,
"CSPA73","CM13","C19","source","Stern, Charles","University of Colorado","Piedra Parada","Chubut","Argentina",-42.6603,-70.1142,"Piedra Parada","Chubut","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STR4",17-Aug-03,"KSP1-S",10-Oct-03,"CSPA73",189.30,20.4732,0.3366,19.9645,4.4436,3.2029,1.9603,47.0606,37.6153,6.5577,0.9749,37933.0,3.7598,92.24,0.6954,16.3474,108.18,4.4336,0.4784,7.9908,222.73,114.73,0.000,90813.4,0.0,4.2044,18265.6,256.38,8194.0,
"CSPA74","CB1","C18","source","Stern, Charles","University of Colorado","Piedra Parada","Chubut","Argentina",-42.6603,-70.1142,"Piedra Parada","Chubut","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STR4",17-Aug-03,"KSP1-S",10-Oct-03,"CSPA74",599.10,36.4339,0.3611,23.0585,4.2217,3.8357,2.2060,66.5169,25.6533,2.7583,0.5672,13094.0,5.8921,128.33,0.2270,3.2672,102.65,6.7274,0.5307,16.2159,41.27,234.79,0.000,86093.0,625.7,3.7444,33125.5,333.25,35435.7,
"CSPA75","CB5","C26","source","Stern, Charles","University of Colorado","Piedra Parada","Chubut","Argentina",-42.6603,-70.1142,"Piedra Parada","Chubut","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STR4",17-Aug-03,"KSP1-S",10-Oct-03,"CSPA75",66.70,71.3415,0.7599,54.9456,12.7923,8.0966,5.3630,146.9574,13.6240,5.7769,0.0901,12365.5,14.0467,330.33,0.3500,0.7425,0.00,13.0533,1.8364,28.4670,152.09,341.91,0.000,71492.2,990.1,13.6573,46491.0,341.93,32886.0,
"CSPA76","CB11","C18","source","Stern, Charles","University of Colorado","Piedra Parada","Chubut","Argentina",-42.6603,-70.1142,"Piedra Parada","Chubut","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STR4",17-Aug-03,"KSP1-S",10-Oct-03,"CSPA76",600.10,38.2630,0.3734,24.1675,4.4368,9.6751,2.3738,70.9669,42.5904,2.9666,0.6261,14042.9,6.3776,136.89,0.2534,3.5383,120.82,8.7228,0.5348,17.2499,68.80,236.91,0.000,72711.7,485.1,3.2798,38056.8,330.34,33254.1,
"CSPA77","CB12","C18","source","Stern, Charles","University of Colorado","Piedra Parada","Chubut","Argentina",-42.6603,-70.1142,"Piedra Parada","Chubut","Argentina","Stern, Charles",,,,"MURR (SRM-278: short and long)","STR4",17-Aug-03,"KSP1-S",10-Oct-03,"CSPA77",554.30,34.3786,0.3357,21.6150,4.0696,3.6981,2.0963,63.6510,11.8929,2.5396,0.5576,12634.3,5.7111,119.34,0.2202,3.1263,122.77,2.9662,0.4804,15.1092,41.00,223.67,0.000,73790.4,387.6,3.6820,32008.2,322.82,32239.3,
"CSPA78","AP1","C20?","source","Stern, Charles","University of Colorado","Meseta de Somuncura (western)","Rio Negro","Argentina",-41.5000,-67.2500,"c17","Rio Negro","Argentina","Stern, Charles",,,"high Uranium - fission product correction performed","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA78",0.00,55.6419,0.9761,40.7834,9.6385,14.6005,6.4829,111.7672,19.2108,7.9370,0.2937,12576.8,18.1515,362.83,0.7310,0.9708,0.00,15.8069,1.4164,44.1600,124.05,456.65,0.000,58751.3,1240.8,9.6355,32732.0,911.04,32842.4,
